<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.10.15	1886.0	1889.0	1819.5	1851.5	1046	0	0
2014.10.16	1851.2	1876.0	1822.0	1863.2	961	0	0
2014.10.17	1863.1	1898.0	1857.5	1887.0	572	0	0
2014.10.20	1899.4	1910.5	1878.7	1908.5	546	0	0
2014.10.21	1908.4	1946.3	1892.2	1943.5	732	0	0
2014.10.22	1943.4	1950.0	1926.7	1933.7	370	0	0
2014.10.23	1934.0	1962.0	1928.7	1951.2	495	0	0
2014.10.24	1951.5	1966.5	1937.7	1966.0	432	0	0
2014.10.27	1966.7	1972.2	1951.0	1963.0	388	0	0
2014.10.28	1962.7	1986.5	1962.7	1980.5	299	0	0
2014.10.29	1980.4	1991.3	1968.0	1978.6	449	0	0
2014.10.30	1978.8	1996.1	1964.9	1994.9	464	0	0
2014.10.31	1994.6	2022.4	1993.1	2015.6	377	0	0
2014.11.03	2016.8	2024.6	2012.6	2014.6	219	0	0
2014.11.04	2014.8	2019.1	2000.8	2009.2	311	0	0
2014.11.05	2009.4	2025.2	2009.0	2021.9	200	0	0
2014.11.06	2022.1	2033.3	2015.1	2032.4	262	0	0
2014.11.07	2032.6	2036.9	2024.4	2029.8	223	0	0
2014.11.10	2030.2	2038.5	2024.7	2036.0	219	0	0
2014.11.11	2035.9	2042.5	2034.8	2038.7	127	0	0
2014.11.12	2039.0	2040.5	2030.2	2037.5	192	0	0
2014.11.13	2037.6	2047.0	2030.2	2038.0	333	0	0
2014.11.14	2038.2	2042.8	2035.0	2041.0	129	0	0
2014.11.17	2038.0	2043.2	2028.2	2041.3	268	0	0
2014.11.18	2041.2	2056.6	2038.3	2050.1	278	0	0
2014.11.19	2050.4	2052.5	2040.2	2050.0	243	0	0
2014.11.20	2050.3	2055.0	2037.7	2053.0	320	0	0
2014.11.21	2053.3	2074.5	2052.3	2063.3	345	0	0
2014.11.24	2063.8	2070.8	2062.8	2070.1	98	0	0
2014.11.25	2069.8	2074.6	2064.4	2069.2	199	0	0
2014.11.26	2069.4	2075.9	2065.9	2073.4	161	0	0
2014.11.27	2073.3	2075.4	2069.2	2071.7	109	0	0
2014.11.28	2071.8	2074.1	2064.6	2067.6	149	0	0
2014.12.01	2059.5	2063.4	2049.4	2052.3	209	0	0
2014.12.02	2056.5	2069.0	2052.5	2067.5	221	0	0
2014.12.03	2066.0	2076.5	2064.0	2073.5	176	0	0
2014.12.04	2073.8	2077.6	2062.0	2072.6	301	0	0
2014.12.05	2073.1	2079.6	2069.4	2077.1	165	0	0
2014.12.08	2076.4	2077.8	2054.6	2062.1	322	0	0
2014.12.09	2053.3	2061.1	2033.8	2058.6	494	0	0
2014.12.10	2056.9	2060.4	2023.7	2025.7	423	0	0
2014.12.11	2031.0	2056.3	2023.5	2029.3	640	0	0
2014.12.12	2028.5	2031.9	1996.5	1997.2	396	0	0
2014.12.15	1998.4	2019.0	1981.7	1993.3	696	0	0
2014.12.16	1996.3	2017.9	1968.6	1975.3	777	0	0
2014.12.17	1978.8	2017.5	1975.0	2012.7	512	0	0
2014.12.18	2024.1	2068.0	2020.2	2064.8	550	0	0
2014.12.19	2073.5	2079.8	2062.0	2070.5	327	0	0
2014.12.22	2070.1	2078.6	2069.2	2074.5	145	0	0
2014.12.23	2074.0	2085.8	2072.8	2082.3	178	0	0
2014.12.24	2083.5	2086.8	2080.5	2083.3	125	0	0
2014.12.26	2085.3	2092.5	2084.8	2088.3	125	0	0
2014.12.29	2089.5	2092.3	2079.5	2091.8	234	0	0
2014.12.30	2085.5	2087.3	2078.5	2083.8	160	0	0
2014.12.31	2087.3	2087.3	2057.0	2058.3	317	0	0
2015.01.02	2072.8	2073.0	2044.7	2052.6	365	0	0
2015.01.05	2051.5	2054.0	2016.0	2026.7	513	0	0
2015.01.06	2025.2	2030.2	1991.5	2003.1	554	0	0
2015.01.07	2007.8	2030.0	2003.4	2027.5	336	0	0
2015.01.08	2040.0	2064.8	2037.0	2060.3	354	0	0
2015.01.09	2056.8	2068.3	2037.7	2041.5	460	0	0
2015.01.12	2041.7	2054.5	2021.7	2031.0	550	0	0
2015.01.13	2027.8	2058.3	2007.0	2022.5	974	0	0
2015.01.14	2010.0	2025.5	1987.7	2016.2	695	0	0
2015.01.15	2025.7	2030.7	1984.2	1985.2	526	0	0
2015.01.16	1986.7	2020.5	1979.2	2019.5	499	0	0
2015.01.19	2020.1	2025.7	2009.5	2015.0	274	0	0
2015.01.20	2015.5	2032.5	2004.0	2023.0	496	0	0
2015.01.21	2022.8	2038.8	2011.5	2032.7	448	0	0
2015.01.22	2040.0	2064.8	2025.2	2061.8	575	0	0
2015.01.23	2061.9	2068.3	2049.7	2049.7	251	0	0
2015.01.26	2040.9	2061.0	2031.7	2059.7	399	0	0
2015.01.27	2056.7	2059.5	2019.4	2041.1	647	0	0
2015.01.28	2047.6	2049.1	1997.3	2002.2	583	0	0
2015.01.29	2003.2	2026.7	1988.5	2024.0	557	0	0
2015.01.30	2018.7	2023.8	1993.0	1997.8	408	0	0
2015.02.02	1998.0	2025.0	1980.5	2021.5	656	0	0
2015.02.03	2020.5	2050.0	2019.8	2044.7	363	0	0
2015.02.04	2045.7	2054.8	2026.9	2027.2	374	0	0
2015.02.05	2038.7	2063.7	2033.2	2059.3	405	0	0
2015.02.06	2061.7	2072.6	2049.3	2058.6	436	0	0
2015.02.09	2052.0	2056.3	2041.3	2049.5	276	0	0
2015.02.10	2049.5	2071.0	2045.3	2066.5	345	0	0
2015.02.11	2064.3	2083.4	2057.4	2070.4	460	0	0
2015.02.12	2068.1	2089.1	2065.9	2086.3	283	0	0
2015.02.13	2088.6	2097.9	2086.4	2096.6	151	0	0
2015.02.16	2095.4	2097.1	2087.1	2090.1	148	0	0
2015.02.17	2085.1	2101.6	2083.9	2099.6	210	0	0
2015.02.18	2099.9	2100.9	2091.7	2097.7	163	0	0
2015.02.19	2093.7	2102.4	2090.7	2097.7	195	0	0
2015.02.20	2096.4	2111.4	2085.2	2110.2	387	0	0
2015.02.23	2110.3	2110.8	2102.7	2108.6	146	0	0
2015.02.24	2110.3	2118.3	2105.6	2115.8	200	0	0
2015.02.25	2114.2	2119.8	2109.6	2112.1	184	0	0
2015.02.26	2113.2	2117.1	2103.5	2109.8	239	0	0
2015.02.27	2109.0	2112.8	2103.5	2107.3	170	0	0
2015.03.02	2105.9	2117.3	2102.4	2116.0	198	0	0
